"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"5170","2361-P",77,320.710281272419,"OPNUJ","Paris","Texas","UK","National Pumpkin Festival","1445 N","1656 J",250,352,-7,"Knucklehead",145.473229280785,"Light"
"5172","2477-P",11,325.576035214588,"LCMLG","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1580 P","1043 C",240,310,2,"Knucklehead",147.680320790433,"Light"
"5174","2463-P",51,324.584643408284,"EZVEJ","Los Angeles","California","Canada","Regional Pumpkin Festival","1214 S","1003 U",237,299,10,"Knucklehead",147.230628417075,"Light"
"5177","2680-P",94,327.480243599042,"XIHZA","Houston","New York","UK","National Pumpkin Festival","1367 D","1304 F",237,302,7,"Long Island Cheese",148.544064047465,"Light"
"5178","2201-P",59,324.021381884813,"DPDCH","Los Angeles","Texas","Canada","Local Pumpkin Festival","1547 R","1949 K",232,286,15,"Long Island Cheese",146.975134666068,"Light"
"5179","2763-P",5,310.493764572777,"FMTJS","Nottingham","Texas","UK","Regional Pumpkin Festival","1951 Q","1310 V",252,365,-14,"Jarrahdale",140.839047706059,"Light"
"5181","2772-P",57,313.199968425184,"QBRQG","Houston","New York","Australia","Regional Pumpkin Festival","1732 A","1856 F",242,328,1,"Lumina",142.06657372094,"Light"
"5182","2637-P",37,323.780614593066,"EFHEU","Chicago","Texas","UK","National Pumpkin Festival","1180 Y","1316 M",243,314,3,"Lumina",146.865923338958,"Light"
"5186","2948-P",17,316.3759676544,"TTLGR","Paris","New York","Canada","Regional Pumpkin Festival","1606 R","1220 O",250,332,-9,"Long Island Cheese",143.50719752082,"Light"
"5188","2521-P",32,321.939900223538,"ZPRXK","Nottingham","Florida","UK","Local Pumpkin Festival","1864 B","1927 Y",232,297,5,"Long Island Cheese",146.030980778163,"Light"
"5192","2904-P",88,314.102051096037,"XPMEQ","Paris","California","UK","National Pumpkin Festival","1782 Z","1556 R",237,313,4,"Jarrahdale",142.475755736205,"Light"
"5193","2495-P",4,314.680938172154,"ZHRXD","Chicago","Texas","Australia","National Pumpkin Festival","1629 O","1399 B",253,377,-16,"Long Island Cheese",142.738337191397,"Light"
"5198","2610-P",9,296.379605778307,"XUFFU","Houston","Florida","UK","Regional Pumpkin Festival","1415 U","1841 L",2,-1,5,"Knucklehead",134.436907274928,"Light"
"5203","2764-P",55,297.606056040712,"VXMEK","Nottingham","New York","Australia","Local Pumpkin Festival","1357 N","1949 S",244,328,-3,"Lumina",134.993221464534,"Light"
"5204","2407-P",76,294.265796894208,"TVQTO","Nottingham","Texas","UK","Regional Pumpkin Festival","1319 O","1894 T",5,-2,-3,"Knucklehead",133.478089854943,"Light"
"5205","2326-P",32,307.461328630336,"IGFDO","New York","New York","Australia","Regional Pumpkin Festival","1246 W","1718 F",-1,3,-1,"Jarrahdale",139.463543785873,"Light"
"5206","2482-P",19,297.611888817511,"WGACE","Nottingham","Texas","Australia","National Pumpkin Festival","1980 L","1577 M",236,315,-3,"Knucklehead",134.995867194734,"Light"
"5210","2040-P",83,300.64260153193,"CBNBK","Los Angeles","California","Australia","Local Pumpkin Festival","1219 K","1302 T",240,331,-10,"Long Island Cheese",136.370589463817,"Light"
"5211","2608-P",43,295.63106610626,"GYVIG","Nottingham","California","UK","Local Pumpkin Festival","1034 Z","1911 M",239,303,4,"Long Island Cheese",134.09737190704,"Light"
"5213","2306-P",71,304.220697001182,"NDYBA","Paris","New York","UK","Local Pumpkin Festival","1850 G","1416 G",5,-3,-1,"Jarrahdale",137.993602921701,"Light"
"5214","2232-P",82,297.675303380005,"ZIYBQ","Houston","California","Australia","National Pumpkin Festival","1240 Z","1897 L",239,308,-2,"Knucklehead",135.024631851585,"Light"
"5217","2861-P",81,293.00191212073,"WXPTF","Houston","Florida","Canada","Regional Pumpkin Festival","1190 W","1104 R",232,295,-5,"Long Island Cheese",132.904795482505,"Light"
"5219","2582-P",83,280.743116067722,"JAEJC","Houston","Florida","Canada","Regional Pumpkin Festival","1950 V","1636 T",214,231,23,"Lumina",127.344242070091,"Light"
"5222","2534-P",11,275.174462558329,"IETFS","New York","New York","Canada","Regional Pumpkin Festival","1131 J","1981 N",1,-1,-5,"Long Island Cheese",124.818317408296,"Light"
"5224","2240-P",4,281.672803271562,"YOJSI","Chicago","Texas","Canada","National Pumpkin Festival","1535 L","1773 A",233,304,-5,"Knucklehead",127.765945419378,"Light"
"5225","2601-P",61,277.374967784621,"CQRDM","New York","Florida","Australia","Regional Pumpkin Festival","1129 Z","1842 C",-1,-2,1,"Knucklehead",125.816460031126,"Light"
"5226","2969-P",33,292.606767149828,"ECMDJ","Houston","Texas","Australia","National Pumpkin Festival","1455 D","1771 T",238,302,-4,"Lumina",132.725558899496,"Light"
"5228","2171-P",30,289.313848780282,"ZCSGE","Nottingham","New York","Canada","Local Pumpkin Festival","1235 V","1499 A",242,304,-7,"Long Island Cheese",131.231900925466,"Light"
"5231","2090-P",5,288.700669983402,"QPMKG","Los Angeles","Texas","Canada","National Pumpkin Festival","1690 U","1859 T",224,256,5,"Knucklehead",130.953764847774,"Light"
"5233","2361-P",52,283.250857708976,"EAVEN","Paris","California","UK","Local Pumpkin Festival","1418 K","1480 Z",225,262,4,"Lumina",128.481746216536,"Light"
"5234","2193-P",96,274.311070990562,"JKCVG","Nottingham","Texas","Canada","National Pumpkin Festival","1705 L","1217 I",231,284,-9,"Long Island Cheese",124.426685562262,"Light"
"5235","2396-P",18,268.360545665026,"NCAHW","Los Angeles","California","UK","Regional Pumpkin Festival","1858 W","1320 N",-3,3,0,"Jarrahdale",121.727544980961,"Light"
"5236","2281-P",86,268.034049865976,"TJLEA","Nottingham","Florida","Australia","Regional Pumpkin Festival","1663 O","1114 Q",1,-1,2,"Knucklehead",121.579447458031,"Light"
"5239","2821-P",39,282.194712301716,"SCOYV","Nottingham","Texas","Canada","National Pumpkin Festival","1116 G","1313 C",5,2,-3,"Knucklehead",128.002681802466,"Light"
"5240","2909-P",4,271.76459123753,"RJUSF","Nottingham","Florida","UK","Local Pumpkin Festival","1211 K","1167 F",216,228,19,"Lumina",123.271609923583,"Light"
"5242","2000-P",77,265.07308113575,"FIQYM","Paris","Florida","UK","Local Pumpkin Festival","1329 U","1716 H",236,291,-8,"Knucklehead",120.236360852649,"Light"
"5244","2446-P",46,265.638347328641,"CAYTQ","Paris","Florida","UK","Regional Pumpkin Festival","1128 S","1507 R",226,254,2,"Lumina",120.49276391574,"Light"
"5245","2646-P",23,278.93133532349,"HVXMX","Chicago","Texas","UK","Regional Pumpkin Festival","1475 O","1927 B",208,210,29,"Jarrahdale",126.522423715636,"Light"
"5246","2078-P",20,266.633087757044,"YGFCK","Nottingham","Florida","UK","Local Pumpkin Festival","1012 G","1916 A",222,262,-2,"Jarrahdale",120.943975214118,"Light"
"5248","2535-P",28,269.781338715926,"YTJDB","Chicago","Florida","Canada","National Pumpkin Festival","1852 U","1468 E",225,259,1,"Long Island Cheese",122.372012481142,"Light"
"5252","2860-P",46,249.773437819444,"SKAUW","Chicago","California","Australia","Local Pumpkin Festival","1266 I","1478 U",219,247,7,"Lumina",113.296488169937,"Light"
"5257","2246-P",24,245.22691405192,"MDPGL","Paris","New York","Australia","Local Pumpkin Festival","1357 W","1649 G",222,258,-1,"Jarrahdale",111.234198517609,"Light"
"5258","2433-P",79,246.450827606954,"JVUOV","Chicago","New York","UK","National Pumpkin Festival","1552 I","1917 Z",207,202,26,"Lumina",111.789362064299,"Light"
"5260","2533-P",80,241.984599670395,"ADHIK","Nottingham","Texas","UK","Regional Pumpkin Festival","1750 C","1457 N",224,250,-2,"Long Island Cheese",109.763494361968,"Light"
"5261","2716-P",43,240.223054381087,"QVUGU","New York","Florida","UK","Local Pumpkin Festival","1543 B","1058 B",220,240,4,"Jarrahdale",108.964462660386,"Light"
"5262","2932-P",43,241.776148502715,"QEJXP","Chicago","Texas","UK","National Pumpkin Festival","1383 B","1208 J",219,245,7,"Long Island Cheese",109.668941532575,"Light"
"5263","2040-P",80,248.01273957815,"SVXCM","Chicago","New York","Australia","Local Pumpkin Festival","1498 A","1383 M",1,3,-5,"Lumina",112.497840686814,"Light"
"5266","2473-P",40,255.937615212053,"YJYTB","Chicago","New York","Canada","Regional Pumpkin Festival","1024 F","1578 F",225,245,4,"Knucklehead",116.09254069312,"Light"
"5268","2653-P",68,244.563675279729,"XEWOE","Los Angeles","Texas","Australia","National Pumpkin Festival","1309 I","1460 Q",224,242,1,"Knucklehead",110.933355384074,"Light"
"5269","2648-P",12,241.632748047821,"DKTXR","New York","New York","Canada","National Pumpkin Festival","1317 W","1671 M",252,354,-31,"Jarrahdale",109.603895512937,"Light"
"5271","2305-P",4,234.930817336775,"HVTXF","Los Angeles","California","Australia","National Pumpkin Festival","1498 H","1497 A",232,286,-20,"Long Island Cheese",106.563919684648,"Light"
"5272","2550-P",35,240.25876683183,"TSJSB","Chicago","Texas","UK","Local Pumpkin Festival","1357 P","1091 R",219,248,-7,"Knucklehead",108.980661721777,"Light"
"5276","2817-P",25,244.473494893871,"GDYOH","Houston","California","Australia","Local Pumpkin Festival","1792 S","1756 M",218,235,7,"Knucklehead",110.892449829389,"Light"
"5278","2952-P",37,241.021227466874,"LSKYI","Nottingham","Texas","UK","Regional Pumpkin Festival","1079 C","1945 X",2,1,-1,"Long Island Cheese",109.326511597058,"Light"
"5279","2045-P",20,241.977474375963,"OENGM","Los Angeles","Florida","Canada","National Pumpkin Festival","1165 K","1244 M",-3,3,1,"Jarrahdale",109.760262349616,"Light"
"5281","2503-P",58,230.586212027818,"DPIGD","Paris","Texas","Canada","Local Pumpkin Festival","1210 O","1529 K",218,234,-1,"Long Island Cheese",104.593219644297,"Light"
"5282","2573-P",47,224.432625645772,"AIPUK","Chicago","California","UK","National Pumpkin Festival","1799 Z","1120 I",219,252,-3,"Jarrahdale",101.801971171991,"Light"
"5286","2067-P",20,233.784797028266,"GBOSE","Houston","New York","Australia","Local Pumpkin Festival","1267 B","1960 R",225,244,-2,"Long Island Cheese",106.044088282802,"Light"
"5287","2466-P",75,220.69198907353,"OGSCN","Paris","California","UK","National Pumpkin Festival","1623 L","1400 Y",224,241,-7,"Jarrahdale",100.105229553447,"Light"
"5290","2289-P",21,222.439671912231,"JYMOK","Houston","California","Canada","Regional Pumpkin Festival","1811 X","1014 N",2,0,3,"Lumina",100.897973288683,"Light"
"5292","2327-P",31,235.671525307372,"AYVIL","Houston","New York","Australia","National Pumpkin Festival","1666 L","1005 Z",0,5,5,"Jarrahdale",106.899902616063,"Light"
"5294","2679-P",35,226.364116476849,"IFNZR","New York","New York","Canada","Local Pumpkin Festival","1625 L","1118 M",212,211,11,"Lumina",102.67808966563,"Light"
"5298","2078-P",86,226.664236040786,"TLCRD","Nottingham","New York","Canada","Local Pumpkin Festival","1387 J","1996 L",0,-4,-4,"Knucklehead",102.814223006798,"Light"
"5302","2434-P",30,209.257653655484,"TCUCL","Nottingham","Florida","Australia","Local Pumpkin Festival","1495 B","1267 D",214,219,4,"Lumina",94.91864903179,"Light"
"5303","2800-P",59,219.275164662115,"EMKTA","New York","New York","Australia","Regional Pumpkin Festival","1401 P","1824 B",219,237,-5,"Lumina",99.4625622163274,"Light"
"5304","2744-P",70,211.927946530432,"YQMVT","Nottingham","California","Australia","National Pumpkin Festival","1928 G","1037 X",0,5,1,"Long Island Cheese",96.129885934152,"Light"
"5310","2416-P",12,214.591697400436,"CMKCH","Chicago","Florida","Canada","Regional Pumpkin Festival","1542 A","1377 A",212,225,-7,"Jarrahdale",97.3381554025382,"Light"
"5311","2487-P",65,218.413845744915,"DBGJG","Paris","California","Australia","Regional Pumpkin Festival","1323 Q","1558 I",211,222,-5,"Jarrahdale",99.071870518423,"Light"
"5316","2172-P",42,219.753844565712,"GFOLI","New York","Florida","UK","Local Pumpkin Festival","1435 Z","1575 G",210,222,-6,"Long Island Cheese",99.6796899962405,"Light"
"5318","2293-P",93,210.687184534967,"ZNABI","Chicago","Texas","Canada","National Pumpkin Festival","1580 K","1371 P",220,243,-17,"Jarrahdale",95.5670799850163,"Light"
"5323","2976-P",74,196.546789593063,"ECMBM","Nottingham","California","Australia","National Pumpkin Festival","1170 C","1500 O",204,212,-2,"Knucklehead",89.1530389154782,"Light"
"5324","2174-P",49,191.25334673468,"NNXLF","Paris","Texas","Australia","Regional Pumpkin Festival","1195 T","1108 S",197,185,5,"Knucklehead",86.7519489860656,"Light"
"5326","2502-P",85,193.858901828527,"XREPD","Houston","New York","UK","Regional Pumpkin Festival","1058 F","1230 T",189,155,29,"Knucklehead",87.9338210235541,"Light"
"5327","2401-P",96,191.16005413048,"IRJMA","Nottingham","Texas","Australia","Regional Pumpkin Festival","1350 P","1789 D",11,-4,3,"Knucklehead",86.7096317384014,"Light"
"5333","2582-P",100,188.000521149486,"SIIAD","New York","New York","UK","Local Pumpkin Festival","1386 O","1177 S",208,207,-1,"Knucklehead",85.276476979718,"Light"
"5340","2011-P",70,191.30774697382,"ODZGY","New York","Texas","Canada","National Pumpkin Festival","1579 F","1964 S",203,185,-1,"Long Island Cheese",86.7766247726663,"Light"
"5342","2186-P",85,193.884259236977,"PTLGU","New York","California","UK","National Pumpkin Festival","1599 O","1003 Q",206,216,-11,"Jarrahdale",87.9453230685732,"Light"
"5346","2668-P",10,190.161437977105,"DODKW","Nottingham","Florida","Australia","Local Pumpkin Festival","1857 C","1782 I",188,168,16,"Long Island Cheese",86.2566624227095,"Light"
"5349","2626-P",90,179.507253982127,"ONBUN","New York","New York","UK","Local Pumpkin Festival","1116 L","1921 B",184,162,17,"Knucklehead",81.4239562651396,"Light"
"5353","2611-P",31,184.506135089137,"HELFP","Los Angeles","California","Canada","Local Pumpkin Festival","1977 J","1052 I",202,205,-11,"Jarrahdale",83.6914338606262,"Light"
"5356","2721-P",63,176.071542071179,"SYDOJ","Chicago","Texas","Canada","Local Pumpkin Festival","1560 P","1745 V",198,188,-1,"Long Island Cheese",79.8655275656258,"Light"
"5359","2970-P",44,189.92517887149,"XUWNF","Houston","Florida","Australia","National Pumpkin Festival","1538 E","1590 P",4,3,-5,"Knucklehead",86.1494959954142,"Light"
"5365","2310-P",88,175.547060844488,"LFNJG","Paris","Texas","Canada","Regional Pumpkin Festival","1439 G","1021 X",191,171,1,"Knucklehead",79.6276244418436,"Light"
"5367","2922-P",56,184.027584158629,"WOILQ","Los Angeles","Florida","Canada","National Pumpkin Festival","1639 H","1663 Q",215,220,-20,"Knucklehead",83.4743645825225,"Light"
"5368","2792-P",76,168.744224767201,"RNCGE","Chicago","Florida","UK","Regional Pumpkin Festival","1455 A","1236 S",187,161,4,"Long Island Cheese",76.541878239681,"Light"
"5374","2788-P",43,176.384031838737,"DNCXQ","Los Angeles","Texas","UK","Local Pumpkin Festival","1904 Y","1983 N",194,165,0,"Lumina",80.007271994347,"Light"
"5375","2927-P",27,177.22980228439,"PATCM","Los Angeles","Texas","UK","National Pumpkin Festival","1980 F","1727 C",190,151,8,"Knucklehead",80.3909109518233,"Light"
"5376","2058-P",9,175.693103771657,"TNDUY","New York","Florida","UK","Local Pumpkin Festival","1602 F","1318 D",181,142,11,"Long Island Cheese",79.6938690790423,"Light"
"5378","2348-P",44,159.200981314294,"YWRGW","New York","Texas","UK","National Pumpkin Festival","1695 Q","1563 I",201,174,-6,"Lumina",72.2130914062841,"Light"
"5381","2472-P",55,166.695625469089,"KZQCL","Houston","California","UK","Local Pumpkin Festival","1234 A","1186 D",196,182,-12,"Long Island Cheese",75.6126396938622,"Light"
"5382","3000-P",99,162.68657965064,"QLRUW","Los Angeles","Texas","Canada","National Pumpkin Festival","1231 X","1789 B",170,132,27,"Jarrahdale",73.7941484399168,"Light"
"5383","2110-P",17,164.556938250922,"XRSKS","Houston","Florida","UK","Regional Pumpkin Festival","1752 E","1227 G",-1,-2,2,"Jarrahdale",74.6425375355718,"Light"
"5385","2158-P",45,170.278676447459,"ODNKK","Nottingham","Texas","UK","National Pumpkin Festival","2000 E","1907 E",-4,-5,-5,"Lumina",77.2379009559369,"Light"
"5387","2484-P",31,158.399024509825,"DPGNF","Houston","Florida","UK","National Pumpkin Festival","1048 M","1424 P",-5,0,1,"Jarrahdale",71.8493261860768,"Light"
"5388","2122-P",28,166.59314533323,"LUTRW","Chicago","New York","UK","Regional Pumpkin Festival","1394 C","1564 Y",3,0,3,"Jarrahdale",75.5661550091765,"Light"
"5389","2940-P",54,158.308864836581,"CWEYP","Houston","Florida","UK","Regional Pumpkin Festival","1335 J","1130 F",186,159,-6,"Jarrahdale",71.8084300265722,"Light"
"5390","2128-P",89,166.245228978805,"SQQAQ","Chicago","New York","Canada","National Pumpkin Festival","1835 S","1584 N",193,171,-6,"Knucklehead",75.4083411860679,"Light"
"5391","2475-P",80,153.218474829569,"OPAYS","Houston","New York","Australia","Local Pumpkin Festival","1582 I","1898 A",189,157,-1,"Long Island Cheese",69.4994442663383,"Light"
"5392","2231-P",29,165.380607116036,"QOVXR","Houston","Texas","UK","Local Pumpkin Festival","1386 G","1711 G",184,155,1,"Knucklehead",75.0161512818816,"Light"
"5393","2741-P",98,151.000416089781,"GQZAE","Paris","New York","Australia","National Pumpkin Festival","1428 F","1912 I",188,145,5,"Jarrahdale",68.4933394220179,"Light"
"5394","2417-P",98,150.704656182416,"JQMHL","Los Angeles","California","Canada","Local Pumpkin Festival","1736 P","1473 T",177,144,5,"Knucklehead",68.3591836080993,"Light"
"5395","2819-P",89,156.356527148746,"UIBWF","Houston","Texas","UK","National Pumpkin Festival","1481 J","1483 D",199,178,-14,"Knucklehead",70.9228554607393,"Light"
"5397","2978-P",48,148.4855290493,"ZDBBH","Los Angeles","Florida","UK","National Pumpkin Festival","1042 K","1376 M",200,188,-17,"Knucklehead",67.3525941437447,"Light"
"5398","2181-P",77,146.246569994092,"MXJLN","Houston","Texas","Australia","Regional Pumpkin Festival","1623 M","1753 I",0,0,1,"Long Island Cheese",66.3370089785412,"Light"
"5399","2480-P",70,141.933251871727,"RVZMA","Houston","New York","UK","National Pumpkin Festival","1716 P","1821 Q",2,-1,5,"Lumina",64.3805007129309,"Light"
"5401","2634-P",42,138.856205099262,"VJLCU","Chicago","Texas","UK","Local Pumpkin Festival","1543 O","1334 T",-1,1,-4,"Lumina",62.9847614529902,"Light"
"5402","2795-P",69,148.767924704589,"DJDBE","New York","Texas","Australia","Local Pumpkin Festival","1237 O","1441 I",183,161,-3,"Lumina",67.4806879726884,"Light"
